# PACS_red
# energy
# PACS160  ESAC web page in energy, corrected for aperture efficiency
1085003 0.00000
1095003 0.00001
1105003 0.00004
1115003 0.00013
1125003 0.00034
1135003 0.00083
1145003 0.00147
1155003 0.00222
1165003 0.00296
1175003 0.00465
1185003 0.00706
1195003 0.01112
1205003 0.01676
1215003 0.02523
1225003 0.03724
1235003 0.05419
1245003 0.07840
1255003 0.10965
1265003 0.14856
1275003 0.19225
1285003 0.24045
1295003 0.28906
1305003 0.33017
1315003 0.36173
1325003 0.37720
1335003 0.38189
1345003 0.37835
1355003 0.37506
1365003 0.38643
1375003 0.40228
1385003 0.41126
1395003 0.41999
1405003 0.42534
1415003 0.42404
1425003 0.42788
1435003 0.42739
1445003 0.42558
1455003 0.43032
1465003 0.43246
1475003 0.43949
1485003 0.44553
1495003 0.44789
1505003 0.45250
1515003 0.44928
1525003 0.45471
1535003 0.45264
1545003 0.45735
1555003 0.45458
1565003 0.45394
1575003 0.44849
1585003 0.44463
1595003 0.43638
1605003 0.43012
1615003 0.42141
1625003 0.41720
1635003 0.40938
1645003 0.40309
1655003 0.39070
1665003 0.38299
1675003 0.37045
1685003 0.36647
1695003 0.35627
1705003 0.35277
1715003 0.34975
1725003 0.34848
1735003 0.34940
1745003 0.34517
1755003 0.34637
1765003 0.34241
1775003 0.34259
1785003 0.33924
1795003 0.33513
1805003 0.33720
1815003 0.33628
1825003 0.33944
1835003 0.34192
1845003 0.33707
1855003 0.33741
1865003 0.33766
1875003 0.33890
1885003 0.34124
1895003 0.33742
1905003 0.33464
1915003 0.33269
1925003 0.32710
1935003 0.32246
1945003 0.31530
1955003 0.30231
1965003 0.29155
1975003 0.28277
1985003 0.27172
1995003 0.26167
2005003 0.24986
2015003 0.23416
2025003 0.22088
2035003 0.20922
2045003 0.19410
2055003 0.17872
2065003 0.16635
2075003 0.15198
2085003 0.13513
2095003 0.12348
2105003 0.11342
2115003 0.10333
2125003 0.09421
2135003 0.08522
2145003 0.07609
2155003 0.06778
2165003 0.06088
2175003 0.05463
2185003 0.04847
2195003 0.04333
2205003 0.03870
2215003 0.03441
2225003 0.03062
2235003 0.02766
2245003 0.02516
2255003 0.02248
2265003 0.02000
2275003 0.01790
2285003 0.01628
2295003 0.01459
2305003 0.01298
2315003 0.01153
2325003 0.01039
2335003 0.00940
2345003 0.00853
2355003 0.00776
2365003 0.00708
2375003 0.00647
2385003 0.00589
2395003 0.00534
2405003 0.00494
2415003 0.00456
2425003 0.00417
2435003 0.00372
2445003 0.00339
2455003 0.00316
2465003 0.00294
2475003 0.00269
2485003 0.00243
2495003 0.00224
2505003 0.00208
2515003 0.00194
2525003 0.00180
2535003 0.00167
2545003 0.00155
2555003 0.00146
2565003 0.00138
2575003 0.00128
2585003 0.00119
2595003 0.00111
2605003 0.00104
2615003 0.00097
2625003 0.00089
2635003 0.00081
2645003 0.00075
2655003 0.00069
2665003 0.00064
2675003 0.00059
2685003 0.00053
2695003 0.00048
2705003 0.00043
2715003 0.00040
2725003 0.00037
2735003 0.00035
2745003 0.00032
2755003 0.00029
2765003 0.00026
2775003 0.00025
2785003 0.00024
2795003 0.00022
2805003 0.00021
2815003 0.00019
2825003 0.00018
2835003 0.00017
2845003 0.00015
2855003 0.00015
2865003 0.00014
2875003 0.00012
2885003 0.00011
2895003 0.00010
2905003 0.00009
2915003 0.00009
2925003 0.00008
2935003 0.00007
2945003 0.00006
2955003 0.00006
2965003 0.00006
2975003 0.00006
2985003 0.00006
2995003 0.00007
3005003 0.00007
3015003 0.00006
3025003 0.00006
3035003 0.00006
3045003 0.00006
3055003 0.00007
3065003 0.00006
3075003 0.00006
3085003 0.00006
3095003 0.00005
3105003 0.00005
3115003 0.00005
3125003 0.00005
3135003 0.00004
3145003 0.00004
3155003 0.00004
3165003 0.00004
3175003 0.00004
3185003 0.00003
3195003 0.00003
3205003 0.00003
3215003 0.00003
3225003 0.00003
3235003 0.00003
3245003 0.00002
3255003 0.00002
3265003 0.00002
3275003 0.00002
3285003 0.00002
3295003 0.00002
3305003 0.00002
3315003 0.00001
3325003 0.00001
3335003 0.00001
3345003 0.00001
3355003 0.00001
3365003 0.00001
3375003 0.00001
3385003 0.00001
3395003 0.00001
3405003 0.00001
3415003 0.00001
3425003 0.00001
3435003 0.00001
3445003 0.00001
3455003 0.00001
3465003 0.00001
3475003 0.00001
3485003 0.00001
3495003 0.00001
3505003 0.00002
3515003 0.00002
3525003 0.00002
3535003 0.00002
3545003 0.00002
3555003 0.00002
3565003 0.00002
3575003 0.00002
3585003 0.00002
3595003 0.00002
3605003 0.00002
3615003 0.00002
3625003 0.00002
3635003 0.00001
3645003 0.00001
3655003 0.00001
3665003 0.00001
3675003 0.00001
3685003 0.00001
3695003 0.00001
3705003 0.00001
3715003 0.00001
3725003 0.00000
